7404314,SE,"Uddevalla Central",582114N,115526E,7403389,SE,SANDVIKEN,603651N,164641E,0
74G0013,SE,"SANDVIKEN STADSZON",603651N,164641E,7403389,SE,SANDVIKEN,603651N,164641E,1
74G0013,SE,"SANDVIKEN STADSZON",603651N,164641E,7404262,SE,TVARALUND,640550N,194028E,0
74G0016,SE,"TVRLUND STATION",640550N,194028E,7404262,SE,TVARALUND,640550N,194028E,1
74G0016,SE,"TVRLUND STATION",640550N,194028E,7404337,SE,UMEA,634051N,202031E,0
74G0017,SE,"Umea C",634051N,202031E,7404337,SE,UMEA,634051N,202031E,1
74G0017,SE,"Umea C",634051N,202031E,7403846,SE,"SUNDERBYNS SJUKHUS",654030N,215553E,0
74G0021,SE,"Sunderby sjh",654030N,215553E,7403846,SE,"SUNDERBYNS SJUKHUS",654030N,215553E,1
74G0021,SE,"Sunderby sjh",654030N,215553E,7400194,SE,"ARLANDA C",593846N,175542E,0
74G0022,SE,"Arlanda Express",593846N,175542E,7400194,SE,"ARLANDA C",593846N,175542E,1
74G0022,SE,"Arlanda Express",593846N,175542E,7500703,TR,KAPIKULE,414308N,262142E,0
7508593,TR,Kapikule(fr),414329N,262303E,7500703,TR,KAPIKULE,414308N,262142E,1
7508593,TR,Kapikule(fr),414329N,262303E,7211550,RS,"KOSOVO POLJE",435659N,161234E,0
7876402,RS,Kosovo,435659N,161234E,7211550,RS,"KOSOVO POLJE",435659N,161234E,1
7876402,RS,Kosovo,435659N,161234E,8001134,DE,"HAMBURG HARBURG",532722N,095929E,0
8001043,DE,Hamburg-Harburg,532725N,095929E,8001134,DE,"HAMBURG HARBURG",532722N,095929E,1
8001043,DE,Hamburg-Harburg,532725N,095929E,8000630,DE,"LUEBECK HBF",535201N,104013E,0
8001631,DE,"Lübeck Hbf",535203N,104011E,8000630,DE,"LUEBECK HBF",535201N,104013E,1
8001631,DE,"Lübeck Hbf",535203N,104011E,8014510,DE,"GUTACH SCHWARZWALDB",480726N,082031E,0
8002479,DE,Gutach(Schwarzwaldb),480726N,082031E,8014510,DE,"GUTACH SCHWARZWALDB",480726N,082031E,1
8002479,DE,Gutach(Schwarzwaldb),480726N,082031E,8003137,DE,"BERLIN OSTBF",523037N,132605E,0
8003004,DE,"Berlin Ostbahnhof",523039N,132604E,8003137,DE,"BERLIN OSTBF",523037N,132605E,1
8003004,DE,"Berlin Ostbahnhof",523039N,132604E,8003044,DE,"BERLIN FRIEDRICHSTRASSE.",523110N,132318E,0
8003137,DE,"Berlin Friedrichstr",523113N,132314E,8003044,DE,"BERLIN FRIEDRICHSTRASSE.",523110N,132318E,1
8003137,DE,"Berlin Friedrichstr",523113N,132314E,8014519,DE,"PETERZELL KOENIGSFLD",480726N,082031E,0
8004776,DE,Peterzell-Königsf.,480724N,082319E,8014519,DE,"PETERZELL KOENIGSFLD",480726N,082031E,1
8004776,DE,Peterzell-Königsf.,480724N,082319E,8029416,DE,SPAICHINGEN,480408N,084424E,0
8005616,DE,WALLENROD,503316N,094101E,8029416,DE,SPAICHINGEN,480408N,084424E,1
8005616,DE,WALLENROD,503316N,094101E,8001093,DE,"HAMBURG ALTONA",533309N,095606E,0
8006900,DE,Hamburg-Altona,533306N,095604E,8001093,DE,"HAMBURG ALTONA",533309N,095606E,1
8006900,DE,Hamburg-Altona,533306N,095604E,8001424,DE,"FLENSBURG WEICHE",544529N,092352E,0
8007004,DE,Flensburg-Weiche,544529N,092352E,8001424,DE,"FLENSBURG WEICHE",544529N,092352E,1
8007004,DE,Flensburg-Weiche,544529N,092352E,801A004,DE,DUESSELDORF,511312N,064734E,0
8008094,DE,"DUESSELDORF HBF",511311N,064739E,801A004,DE,DUESSELDORF,511312N,064734E,1
8008094,DE,"DUESSELDORF HBF",511311N,064739E,8008262,DE,ALTENHUNDEM,510830N,080104E,0
8008265,DE,Lennestadt-Grevenbr.,510830N,080104E,8008262,DE,ALTENHUNDEM,510830N,080104E,1
8008265,DE,Lennestadt-Grevenbr.,510830N,080104E,8008096,DE,"DUESSELDORF BILK",511228N,064634E,0
8008327,DE,Düsseldorf-Bilk,511228N,064632E,8008096,DE,"DUESSELDORF BILK",511228N,064634E,1
8008327,DE,Düsseldorf-Bilk,511228N,064632E,8010158,DE,"ESSEN ALTENESSEN",512903N,070026E,0
8010159,DE,Essen-Altenessen,512903N,070025E,8010158,DE,"ESSEN ALTENESSEN",512903N,070026E,1
8010159,DE,Essen-Altenessen,512903N,070025E,8010373,DE,"SOEST THOMAETOR",513441N,080615E,0
8010375,DE,Soest,513442N,080616E,8010373,DE,"SOEST THOMAETOR",513441N,080615E,1
8010375,DE,Soest,513442N,080616E,8010114,DE,"BOCHUM LANGENDREER",512840N,071924E,0
8010432,DE,Bochum-Langendreer,512840N,071925E,8010114,DE,"BOCHUM LANGENDREER",512840N,071924E,1
8010432,DE,Bochum-Langendreer,512840N,071925E,8011100,DE,"FRANCFORT HOECHST",500607N,083232E,0
8011101,DE,Frankfurt-Höchst,500609N,083232E,8011100,DE,"FRANCFORT HOECHST",500607N,083232E,1
8011101,DE,Frankfurt-Höchst,500609N,083232E,8008184,DE,LEICHLINGEN,510627N,070019E,0
8013023,DE,"Leiferde(b Gifhorn)",522723N,102540E,8008184,DE,LEICHLINGEN,510627N,070019E,1
8013023,DE,"Leiferde(b Gifhorn)",522723N,102540E,8013050,DE,GOETTINGEN,513211N,095536E,0
8013051,DE,Göttingen,513212N,095533E,8013050,DE,GOETTINGEN,513211N,095536E,1
8013051,DE,Göttingen,513212N,095533E,8024137,DE,KOETHEN,514508N,115918E,0
8013091,DE,Katlenburg,514110N,100559E,8024137,DE,KOETHEN,514508N,115918E,1
