uic_1,country_1,name_1,lon_1,lat_1,uic_2,country_2,name_2,lon_2,lat_2,match
11G0236,DE,"Grenzach (D) Im Proli",473328N,073944E,1100254,DE,"Grenzach (D) Im Proli",473328N,073944E,1
11G0236,DE,"Grenzach (D) Im Proli",473328N,073944E,1100257,DE,"Grenzach (D) Neufeld",473342N,074017E,0
11G0239,DE,"Grenzach (D) Neufeld",473342N,074017E,1100257,DE,"Grenzach (D) Neufeld",473342N,074017E,1
11G0239,DE,"Grenzach (D) Neufeld",473342N,074017E,8592332,CH,"Grenzach Sparkasse",473309N,073940E,0
80G2473,DE,"Gross Brütz(Meck)",533911N,111505E,8058182,DE,"Gross Brütz(Meck)",533911N,111505E,1
80G2473,DE,"Gross Brütz(Meck)",533911N,111505E,8013378,DE,"Gross Düngen",520551N,100112E,0
80G2293,DE,"Gross Düngen",520551N,100112E,8013378,DE,"Gross Düngen",520551N,100112E,1
80G2293,DE,"Gross Düngen",520551N,100112E,8043209,DE,"Gross Ippener",525656N,083757E,0
80G2422,DE,"Gross Ippener",525656N,083757E,8043209,DE,"Gross Ippener",525656N,083757E,1
80G2422,DE,"Gross Ippener",525656N,083757E,8004004,DE,"Gross Köris",520934N,133902E,0
80G2250,DE,"Gross Köris",520934N,133902E,8004004,DE,"Gross Köris",520934N,133902E,1
80G2250,DE,"Gross Köris",520934N,133902E,8027106,DE,"Gross Lüsewitz",540424N,122021E,0
80G2371,DE,"Gross Lüsewitz",540424N,122021E,8027106,DE,"Gross Lüsewitz",540424N,122021E,1
80G2371,DE,"Gross Lüsewitz",540424N,122021E,8011372,DE,"Gross Umstadt-Wiebelsbach",495000N,085627E,0
80G2289,DE,"Gross Umstadt-Wiebelsbach",495000N,085627E,8011372,DE,"Gross Umstadt-Wiebelsbach",495000N,085627E,1
80G2289,DE,"Gross Umstadt-Wiebelsbach",495000N,085627E,8011370,DE,"Gross-Umstadt Klein-Umstadt",495339N,085619E,0
80G2288,DE,"Gross-Umstadt Klein-Umstadt",495339N,085619E,8011370,DE,"Gross-Umstadt Klein-Umstadt",495339N,085619E,1
80G2288,DE,"Gross-Umstadt Klein-Umstadt",495339N,085619E,8006269,DE,Grossbothen,511104N,124532E,0
80G2270,DE,Grossbothen,511104N,124532E,8006269,DE,Grossbothen,511104N,124532E,1
80G2270,DE,Grossbothen,511104N,124532E,8005621,DE,Grossenlüder,503534N,093300E,0
80G2264,DE,Grossenlüder,503534N,093300E,8005621,DE,Grossenlüder,503534N,093300E,1
80G2264,DE,Grossenlüder,503534N,093300E,8047978,DE,"Grosspösna (D)",511600N,122919E,0
80G2443,DE,"Grosspösna (D)",511600N,122919E,8047978,DE,"Grosspösna (D)",511600N,122919E,1
80G2443,DE,"Grosspösna (D)",511600N,122919E,8004219,DE,Grossräschen,513529N,140053E,0
80G2253,DE,Grossräschen,513529N,140053E,8004219,DE,Grossräschen,513529N,140053E,1
80G2253,DE,Grossräschen,513529N,140053E,8006190,DE,Grossröhrsdorf,510855N,140103E,0
80G2268,DE,Grossröhrsdorf,510855N,140103E,8006190,DE,Grossröhrsdorf,510855N,140103E,1
80G2268,DE,Grossröhrsdorf,510855N,140103E,8051559,DE,"Grosssachsen Ort",493052N,083924E,0
8007463,DE,"Großsachsen Ort",493051N,083924E,8051559,DE,"Grosssachsen Ort",493052N,083924E,1
8007463,DE,"Großsachsen Ort",493051N,083924E,8041838,DE,Grossschönau(Sachs),505333N,143955E,0
8006116,DE,Großschönau(Sachs),505333N,143955E,8041838,DE,Grossschönau(Sachs),505333N,143955E,1
8006116,DE,Großschönau(Sachs),505333N,143955E,8001791,DE,"Grötzingen Krappmühlenweg",490020N,083043E,0
8040612,DE,"Grötzingen Krappmühl",490020N,083043E,8001791,DE,"Grötzingen Krappmühlenweg",490020N,083043E,1
8040612,DE,"Grötzingen Krappmühl",490020N,083043E,8040612,DE,"Grötzingen Krappmühlenweg",490020N,083043E,0
80G2407,DE,"Grötzingen Krappmühlenweg",490020N,083043E,8040612,DE,"Grötzingen Krappmühlenweg",490020N,083043E,1
80G2407,DE,"Grötzingen Krappmühlenweg",490020N,083043E,8006631,DE,"Grüna(Sachs) Haltestelle",504841N,124754E,0
80G2274,DE,"Grüna(Sachs) Haltestelle",504841N,124754E,8006631,DE,"Grüna(Sachs) Haltestelle",504841N,124754E,1
80G2274,DE,"Grüna(Sachs) Haltestelle",504841N,124754E,8092895,DE,Grüntal-Wittlensweiler,482831N,082738E,0
8002445,DE,Grüntal/Wittlensw.,482831N,082738E,8092895,DE,Grüntal-Wittlensweiler,482831N,082738E,1
8002445,DE,Grüntal/Wittlensw.,482831N,082738E,8342517,IT,Guadagna,380554N,132211E,0
8312144,IT,Guadagna,380554N,132211E,8342517,IT,Guadagna,380554N,132211E,1
8312144,IT,Guadagna,380554N,132211E,8003275,DE,Gusow,523333N,142105E,0
80G2245,DE,Gusow,523333N,142105E,8003275,DE,Gusow,523333N,142105E,1
80G2245,DE,Gusow,523333N,142105E,8000707,DE,"Gutach Freilichtmuseum",481618N,081154E,0
8012868,DE,"Gutach Freilichtmus.",481618N,081154E,8000707,DE,"Gutach Freilichtmuseum",481618N,081154E,1
8012868,DE,"Gutach Freilichtmus.",481618N,081154E,8059204,DE,Gönnheim,492729N,081356E,0
8007776,DE,Gönnheim,492728N,081353E,8059204,DE,Gönnheim,492729N,081356E,1
8007776,DE,Gönnheim,492728N,081353E,8006694,DE,Gössnitz,505335N,122545E,0
80G2276,DE,Gössnitz,505335N,122545E,8006694,DE,Gössnitz,505335N,122545E,1
80G2276,DE,Gössnitz,505335N,122545E,8014031,DE,Heidelberg-Kirchheim,492245N,084031E,0
80G0035,DE,"HEIDELBERG KIRCHHEIM",492237N,083953E,8014031,DE,Heidelberg-Kirchheim,492245N,084031E,1
80G0035,DE,"HEIDELBERG KIRCHHEIM",492237N,083953E,8506189,CH,Hemmenhofen,474019N,085808E,0
8079013,DE,HEMMENHOFEN,474019N,085808E,8506189,CH,Hemmenhofen,474019N,085808E,1
8079013,DE,HEMMENHOFEN,474019N,085808E,8746258,FR,"Houilles Noctilien",485535N,021135E,0
8743288,FR,"HOUILLES NOCTILIEN",485535N,021135E,8746258,FR,"Houilles Noctilien",485535N,021135E,1
8743288,FR,"HOUILLES NOCTILIEN",485535N,021135E,1100643,DE,"Haagen Sportplatz",473821N,074106E,0
11G0549,DE,"Haagen Sportplatz",473821N,074106E,1100643,DE,"Haagen Sportplatz",473821N,074106E,1
11G0549,DE,"Haagen Sportplatz",473821N,074106E,1100641,DE,"Haagen Zentrum",473813N,074045E,0
11G0547,DE,"Haagen Zentrum",473813N,074045E,1100641,DE,"Haagen Zentrum",473813N,074045E,1
11G0547,DE,"Haagen Zentrum",473813N,074045E,8021439,DE,"Hage (Ostfriesl)",533629N,071706E,0
80G2351,DE,"Hage (Ostfriesl)",533629N,071706E,8021439,DE,"Hage (Ostfriesl)",533629N,071706E,1
80G2351,DE,"Hage (Ostfriesl)",533629N,071706E,8027341,DE,Hagenow,532545N,111105E,0
80G2375,DE,Hagenow,532545N,111105E,8027341,DE,Hagenow,532545N,111105E,1
80G2375,DE,Hagenow,532545N,111105E,8099294,DE,"Hagsfeld Geroldsäcker (1)",490157N,082719E,0
80G2720,DE,"Hagsfeld Geroldsäcker (1)",490157N,082719E,8099294,DE,"Hagsfeld Geroldsäcker (1)",490157N,082719E,1
80G2720,DE,"Hagsfeld Geroldsäcker (1)",490157N,082719E,8099295,DE,"Hagsfeld Geroldsäcker (2)",490158N,082719E,0
80G2721,DE,"Hagsfeld Geroldsäcker (2)",490158N,082719E,8099295,DE,"Hagsfeld Geroldsäcker (2)",490158N,082719E,1
80G2721,DE,"Hagsfeld Geroldsäcker (2)",490158N,082719E,8099291,DE,"Hagsfeld Jenaer Str. (1)",490209N,082722E,0
80G2717,DE,"Hagsfeld Jenaer Str. (1)",490209N,082722E,8099291,DE,"Hagsfeld Jenaer Str. (1)",490209N,082722E,1
80G2717,DE,"Hagsfeld Jenaer Str. (1)",490209N,082722E,8099292,DE,"Hagsfeld Jenaer Str. (2)",490208N,082721E,0
80G2718,DE,"Hagsfeld Jenaer Str. (2)",490208N,082721E,8099292,DE,"Hagsfeld Jenaer Str. (2)",490208N,082721E,1
80G2718,DE,"Hagsfeld Jenaer Str. (2)",490208N,082721E,8099289,DE,"Hagsfeld Reitschulschlag (1)",490238N,082739E,0
80G2715,DE,"Hagsfeld Reitschulschlag (1)",490238N,082739E,8099289,DE,"Hagsfeld Reitschulschlag (1)",490238N,082739E,1
80G2715,DE,"Hagsfeld Reitschulschlag (1)",490238N,082739E,8099290,DE,"Hagsfeld Reitschulschlag (2)",490233N,082738E,0
80G2716,DE,"Hagsfeld Reitschulschlag (2)",490233N,082738E,8099290,DE,"Hagsfeld Reitschulschlag (2)",490233N,082738E,1
80G2716,DE,"Hagsfeld Reitschulschlag (2)",490233N,082738E,8099293,DE,"Hagsfeld Süd",490128N,082658E,0
80G2719,DE,"Hagsfeld Süd",490128N,082658E,8099293,DE,"Hagsfeld Süd",490128N,082658E,1
80G2719,DE,"Hagsfeld Süd",490128N,082658E,8024332,DE,"Halberstadt Oststrasse",515306N,110355E,0
80G2366,DE,"Halberstadt Oststrasse",515306N,110355E,8024332,DE,"Halberstadt Oststrasse",515306N,110355E,1
80G2366,DE,"Halberstadt Oststrasse",515306N,110355E,1173438,DE,"Halbmeil Schulstrasse",481725N,081612E,0
0573438,DE,"Halbmeil Schulstraße",481725N,081611E,1173438,DE,"Halbmeil Schulstrasse",481725N,081612E,1
0573438,DE,"Halbmeil Schulstraße",481725N,081611E,1100061,DE,"Halde Haldenköpfle",475306N,075345E,0
11G0052,DE,"Halde Haldenköpfle",475306N,075345E,1100061,DE,"Halde Haldenköpfle",475306N,075345E,1
11G0052,DE,"Halde Haldenköpfle",475306N,075345E,1100060,DE,"Halde Notschrei",475233N,075437E,0
11G0051,DE,"Halde Notschrei",475233N,075437E,1100060,DE,"Halde Notschrei",475233N,075437E,1
11G0051,DE,"Halde Notschrei",475233N,075437E,1100062,DE,"Halde Schauinsland",475326N,075332E,0
11G0053,DE,"Halde Schauinsland",475326N,075332E,1100062,DE,"Halde Schauinsland",475326N,075332E,1
11G0053,DE,"Halde Schauinsland",475326N,075332E,8023002,DE,"Halle (Saale) Hbf",512839N,115913E,0
80G0031,DE,Halle(Saale)Hbf,512838N,115914E,8023002,DE,"Halle (Saale) Hbf",512839N,115913E,1
80G0031,DE,Halle(Saale)Hbf,512838N,115914E,1100604,DE,"Haltingen Abzw. Rebgarten",473640N,073558E,0
11G0510,DE,"Haltingen Abzw. Rebgarten",473640N,073558E,1100604,DE,"Haltingen Abzw. Rebgarten",473640N,073558E,1
11G0510,DE,"Haltingen Abzw. Rebgarten",473640N,073558E,8592333,CH,"Haltingen Bahnhof",473648N,073642E,0
0205724,DE,"Haltingen Bahnhof, W",473645N,073644E,8592333,CH,"Haltingen Bahnhof",473648N,073642E,1
0205724,DE,"Haltingen Bahnhof, W",473645N,073644E,1100553,DE,"Haltingen Gewerbestr.",473705N,073647E,0
11G0464,DE,"Haltingen Gewerbestr.",473705N,073647E,1100553,DE,"Haltingen Gewerbestr.",473705N,073647E,1
11G0464,DE,"Haltingen Gewerbestr.",473705N,073647E,1100605,DE,"Haltingen Güterstr.",473637N,073645E,0
11G0511,DE,"Haltingen Güterstr.",473637N,073645E,1100605,DE,"Haltingen Güterstr.",473637N,073645E,1
11G0511,DE,"Haltingen Güterstr.",473637N,073645E,1100549,DE,"Haltingen Im Rad Nord",473629N,073641E,0
11G0461,DE,"Haltingen Im Rad Nord",473629N,073641E,1100549,DE,"Haltingen Im Rad Nord",473629N,073641E,1
11G0461,DE,"Haltingen Im Rad Nord",473629N,073641E,1100606,DE,"Haltingen Im Rad Süd",473624N,073641E,0
11G0512,DE,"Haltingen Im Rad Süd",473624N,073641E,1100606,DE,"Haltingen Im Rad Süd",473624N,073641E,1
11G0512,DE,"Haltingen Im Rad Süd",473624N,073641E,1100520,DE,"Haltingen Rennemattenweg",473707N,073647E,0
11G0439,DE,"Haltingen Rennemattenweg",473707N,073647E,1100520,DE,"Haltingen Rennemattenweg",473707N,073647E,1
11G0439,DE,"Haltingen Rennemattenweg",473707N,073647E,1100614,DE,"Haltingen West",473644N,073622E,0
11G0520,DE,"Haltingen West",473644N,073622E,1100614,DE,"Haltingen West",473644N,073622E,1
11G0520,DE,"Haltingen West",473644N,073622E,1192080,DE,"Hamburg Baumwall",533238N,095850E,0
11G0742,DE,"Hamburg Baumwall",533238N,095850E,1192080,DE,"Hamburg Baumwall",533238N,095850E,1
11G0742,DE,"Hamburg Baumwall",533238N,095850E,1194782,IT,"Hamburg Baumwall (U)",533239N,095854E,0
11G0745,IT,"Hamburg Baumwall (U)",533239N,095854E,1194782,IT,"Hamburg Baumwall (U)",533239N,095854E,1
11G0745,IT,"Hamburg Baumwall (U)",533239N,095854E,1193241,DE,"Hamburg Bredowbrücke",533145N,100433E,0
11G0744,DE,"Hamburg Bredowbrücke",533145N,100433E,1193241,DE,"Hamburg Bredowbrücke",533145N,100433E,1
11G0744,DE,"Hamburg Bredowbrücke",533145N,100433E,1101183,DE,"Hamburg Hauptbahnhof Nord (U)",533309N,100024E,0
11G0642,DE,"Hamburg Hauptbahnhof Nord (U)",533309N,100024E,1101183,DE,"Hamburg Hauptbahnhof Nord (U)",533309N,100024E,1
11G0642,DE,"Hamburg Hauptbahnhof Nord (U)",533309N,100024E,8001093,DE,Hamburg-Altona,533309N,095606E,0
8006900,DE,Hamburg-Altona,533306N,095604E,8001093,DE,Hamburg-Altona,533309N,095606E,1
8006900,DE,Hamburg-Altona,533306N,095604E,8006900,DE,"Hamburg-Altona (S-Bahn)",533306N,095604E,0
80G2278,DE,"Hamburg-Altona (S-Bahn)",533306N,095604E,8006900,DE,"Hamburg-Altona (S-Bahn)",533306N,095604E,1
80G2278,DE,"Hamburg-Altona (S-Bahn)",533306N,095604E,8001121,DE,Hamburg-Barmbek,533515N,100237E,0
8001120,DE,Hamburg-Barmbek,533514N,100238E,8001121,DE,Hamburg-Barmbek,533515N,100237E,1
8001120,DE,Hamburg-Barmbek,533514N,100238E,8001281,DE,Hamburg-Eidelstedt,533545N,095423E,0
8001279,DE,Hamburg-Eidelstedt,533545N,095425E,8001281,DE,Hamburg-Eidelstedt,533545N,095423E,1
8001279,DE,Hamburg-Eidelstedt,533545N,095425E,8001134,DE,Hamburg-Harburg,532721N,095930E,0
8001043,DE,Hamburg-Harburg,532725N,095929E,8001134,DE,Hamburg-Harburg,532721N,095930E,1
8001043,DE,Hamburg-Harburg,532725N,095929E,8001043,DE,"Hamburg-Harburg (S-Bahn)",532725N,095929E,0
80G2234,DE,"Hamburg-Harburg (S-Bahn)",532725N,095929E,8001043,DE,"Hamburg-Harburg (S-Bahn)",532725N,095929E,1
80G2234,DE,"Hamburg-Harburg (S-Bahn)",532725N,095929E,8001044,DE,"Hamburg-Harburg Rathaus",532738N,095849E,0
8001726,DE,"Hamburg-Harburg Rath",532738N,095849E,8001044,DE,"Hamburg-Harburg Rathaus",532738N,095849E,1
8001726,DE,"Hamburg-Harburg Rath",532738N,095849E,8099000,DE,Hammerstein,474118N,074003E,0
8070419,DE,Hammerstein,474125N,073839E,8099000,DE,Hammerstein,474118N,074003E,1
8070419,DE,Hammerstein,474125N,073839E,1100571,DE,"Hammerstein Abzw. Bahnhof",474118N,074003E,0
11G0480,DE,"Hammerstein Abzw. Bahnhof",474118N,074003E,1100571,DE,"Hammerstein Abzw. Bahnhof",474118N,074003E,1
11G0480,DE,"Hammerstein Abzw. Bahnhof",474118N,074003E,8099035,DE,"Hangelar Mitte",504536N,070957E,0
8070099,DE,"Hangelar Mitte",491056N,084411E,8099035,DE,"Hangelar Mitte",504536N,070957E,1
8070099,DE,"Hangelar Mitte",491056N,084411E,8099038,DE,"Hangelar Ost",504548N,071017E,0
8070766,DE,"Hangelar Ost",504612N,071049E,8099038,DE,"Hangelar Ost",504548N,071017E,1
8070766,DE,"Hangelar Ost",504612N,071049E,8099037,DE,"Hangelar West",504529N,070931E,0
8070765,DE,"Hangelar West",504548N,071017E,8099037,DE,"Hangelar West",504529N,070931E,1
8070765,DE,"Hangelar West",504548N,071017E,8013579,DE,Hannover,522235N,094430E,0
80G2296,DE,Hannover,522235N,094430E,8013579,DE,Hannover,522235N,094430E,1
80G2296,DE,Hannover,522235N,094430E,8013554,DE,Hannover-Leinhausen,522348N,094034E,0
8013558,DE,Hannover-Leinhausen,522348N,094034E,8013554,DE,Hannover-Leinhausen,522348N,094034E,1
8013558,DE,Hannover-Leinhausen,522348N,094034E,8093630,DE,"Harlesiel (Bus)",534232N,074833E,0
80G2581,DE,"Harlesiel (Bus)",534232N,074833E,8093630,DE,"Harlesiel (Bus)",534232N,074833E,1
80G2581,DE,"Harlesiel (Bus)",534232N,074833E,8021678,DE,"Harlesiel Anl.",534230N,074833E,0
80G2354,DE,"Harlesiel Anl.",534230N,074833E,8021678,DE,"Harlesiel Anl.",534230N,074833E,1
80G2354,DE,"Harlesiel Anl.",534230N,074833E,8043211,DE,Harpstedt,525441N,083602E,0
80G2423,DE,Harpstedt,525441N,083602E,8043211,DE,Harpstedt,525441N,083602E,1
80G2423,DE,Harpstedt,525441N,083602E,1100384,DE,"Hasel Abzw.",473851N,075318E,0
11G0345,DE,"Hasel Abzw.",473851N,075318E,1100384,DE,"Hasel Abzw.",473851N,075318E,1
11G0345,DE,"Hasel Abzw.",473851N,075318E,1100207,DE,"Hasel Abzw. Glashütten",474034N,075338E,0
11G0191,DE,"Hasel Abzw. Glashütten",474034N,075338E,1100207,DE,"Hasel Abzw. Glashütten",474034N,075338E,1
11G0191,DE,"Hasel Abzw. Glashütten",474034N,075338E,1100385,DE,"Hasel Rathaus",473912N,075352E,0
11G0346,DE,"Hasel Rathaus",473912N,075352E,1100385,DE,"Hasel Rathaus",473912N,075352E,1
11G0346,DE,"Hasel Rathaus",473912N,075352E,1100421,DE,"Hasel Wegscheide",473859N,075336E,0
11G0364,DE,"Hasel Wegscheide",473859N,075336E,1100421,DE,"Hasel Wegscheide",473859N,075336E,1
11G0364,DE,"Hasel Wegscheide",473859N,075336E,8043201,DE,"Hasporter Damm",530218N,083843E,0
80G2419,DE,"Hasporter Damm",530218N,083843E,8043201,DE,"Hasporter Damm",530218N,083843E,1
80G2419,DE,"Hasporter Damm",530218N,083843E,8011558,DE,Hasselborn(Wetzlar),502423N,082943E,0
80G2291,DE,Hasselborn(Wetzlar),502423N,082943E,8011558,DE,Hasselborn(Wetzlar),502423N,082943E,1
80G2291,DE,Hasselborn(Wetzlar),502423N,082943E,8091925,DE,Hauenstein(Pfalz)-Mitte,491157N,075058E,0
80G2576,DE,Hauenstein(Pfalz)-Mitte,491157N,075058E,8091925,DE,Hauenstein(Pfalz)-Mitte,491157N,075058E,1
80G2576,DE,Hauenstein(Pfalz)-Mitte,491157N,075058E,1100642,DE,"Hauingen Unterdorfstr.",473834N,074138E,0
11G0548,DE,"Hauingen Unterdorfstr.",473834N,074138E,1100642,DE,"Hauingen Unterdorfstr.",473834N,074138E,1
11G0548,DE,"Hauingen Unterdorfstr.",473834N,074138E,8518803,CH,Hausach,481705N,081053E,0
8014502,DE,Hausach,481705N,081053E,8518803,CH,Hausach,481705N,081053E,1
8014502,DE,Hausach,481705N,081053E,8081521,DE,"Hausach Bahnhof",481705N,081054E,0
80G2556,DE,"Hausach Bahnhof",481705N,081054E,8081521,DE,"Hausach Bahnhof",481705N,081054E,1
80G2556,DE,"Hausach Bahnhof",481705N,081054E,1100389,DE,"Hausen (D) Autokabel",474045N,075036E,0
11G0350,DE,"Hausen (D) Autokabel",474045N,075036E,1100389,DE,"Hausen (D) Autokabel",474045N,075036E,1
11G0350,DE,"Hausen (D) Autokabel",474045N,075036E,1100388,DE,"Hausen (D) Tor-/Bergwerkstr.",474049N,075019E,0
11G0349,DE,"Hausen (D) Tor-/Bergwerkstr.",474049N,075019E,1100388,DE,"Hausen (D) Tor-/Bergwerkstr.",474049N,075019E,1
11G0349,DE,"Hausen (D) Tor-/Bergwerkstr.",474049N,075019E,1100304,DE,"Hausen (Wiesental) Eisenwerk",474108N,075032E,0
11G0282,DE,"Hausen (Wiesental) Eisenwerk",474108N,075032E,1100304,DE,"Hausen (Wiesental) Eisenwerk",474108N,075032E,1
11G0282,DE,"Hausen (Wiesental) Eisenwerk",474108N,075032E,1100305,DE,"Hausen (Wiesental) Lehacker",474058N,075024E,0
11G0283,DE,"Hausen (Wiesental) Lehacker",474058N,075024E,1100305,DE,"Hausen (Wiesental) Lehacker",474058N,075024E,1
11G0283,DE,"Hausen (Wiesental) Lehacker",474058N,075024E,8051562,DE,"Heddesheim Bahnhof OEG",493037N,083804E,0
80G2465,DE,"Heddesheim Bahnhof OEG",493037N,083804E,8051562,DE,"Heddesheim Bahnhof OEG",493037N,083804E,1
80G2465,DE,"Heddesheim Bahnhof OEG",493037N,083804E,8099160,DE,"Heidelberg Berufsschule",492430N,083939E,0
80G2631,DE,"Heidelberg Berufsschule",492430N,083939E,8099160,DE,"Heidelberg Berufsschule",492430N,083939E,1
80G2631,DE,"Heidelberg Berufsschule",492430N,083939E,8099173,DE,"Heidelberg Biethsstrasse",492547N,084057E,0
80G2640,DE,"Heidelberg Biethsstrasse",492547N,084057E,8099173,DE,"Heidelberg Biethsstrasse",492547N,084057E,1
80G2640,DE,"Heidelberg Biethsstrasse",492547N,084057E,8099170,DE,"Heidelberg Blumenthalstr. (2)",492518N,084120E,0
80G2637,DE,"Heidelberg Blumenthalstr. (2)",492518N,084120E,8099170,DE,"Heidelberg Blumenthalstr. (2)",492518N,084120E,1
80G2637,DE,"Heidelberg Blumenthalstr. (2)",492518N,084120E,8099167,DE,"Heidelberg Brückenstrasse",492456N,084131E,0
80G2635,DE,"Heidelberg Brückenstrasse",492456N,084131E,8099167,DE,"Heidelberg Brückenstrasse",492456N,084131E,1
80G2635,DE,"Heidelberg Brückenstrasse",492456N,084131E,8051565,DE,"Heidelberg Burgstrasse",492605N,084056E,0
80G2466,DE,"Heidelberg Burgstrasse",492605N,084056E,8051565,DE,"Heidelberg Burgstrasse",492605N,084056E,1
80G2466,DE,"Heidelberg Burgstrasse",492605N,084056E,8099158,DE,"Heidelberg Fachhochschule",492455N,083857E,0
80G2629,DE,"Heidelberg Fachhochschule",492455N,083857E,8099158,DE,"Heidelberg Fachhochschule",492455N,083857E,1
80G2629,DE,"Heidelberg Fachhochschule",492455N,083857E,1101010,DE,"Heidelberg Gaisbergstrasse",492424N,084136E,0
8070905,DE,"Heidelberg Gaisbergs",492424N,084136E,1101010,DE,"Heidelberg Gaisbergstrasse",492424N,084136E,1
8070905,DE,"Heidelberg Gaisbergs",492424N,084136E,8099161,DE,"Heidelberg Gneisenaustr. Süd",492423N,084002E,0
80G2632,DE,"Heidelberg Gneisenaustr. Süd",492423N,084002E,8099161,DE,"Heidelberg Gneisenaustr. Süd",492423N,084002E,1
80G2632,DE,"Heidelberg Gneisenaustr. Süd",492423N,084002E,8099172,DE,"Heidelberg Hans-Thoma-Platz",492539N,084059E,0
80G2639,DE,"Heidelberg Hans-Thoma-Platz",492539N,084059E,8099172,DE,"Heidelberg Hans-Thoma-Platz",492539N,084059E,1
80G2639,DE,"Heidelberg Hans-Thoma-Platz",492539N,084059E,8078867,DE,"Heidelberg Hbf Willy-Brandt Pl",492415N,084036E,0
8018071,DE,"Heidelberg Hbf (Will",492415N,084036E,8078867,DE,"Heidelberg Hbf Willy-Brandt Pl",492415N,084036E,1
8018071,DE,"Heidelberg Hbf (Will",492415N,084036E,8099162,DE,"Heidelberg Hbf Vorplatz",492413N,084034E,0
80G2633,DE,"Heidelberg Hbf Vorplatz",492413N,084034E,8099162,DE,"Heidelberg Hbf Vorplatz",492413N,084034E,1
80G2633,DE,"Heidelberg Hbf Vorplatz",492413N,084034E,8099171,DE,"Heidelberg Kapellenweg",492530N,084110E,0
80G2638,DE,"Heidelberg Kapellenweg",492530N,084110E,8099171,DE,"Heidelberg Kapellenweg",492530N,084110E,1
80G2638,DE,"Heidelberg Kapellenweg",492530N,084110E,8099168,DE,"Heidelberg Kussmaulstrasse",492507N,084126E,0
80G2636,DE,"Heidelberg Kussmaulstrasse",492507N,084126E,8099168,DE,"Heidelberg Kussmaulstrasse",492507N,084126E,1
80G2636,DE,"Heidelberg Kussmaulstrasse",492507N,084126E,8099159,DE,"Heidelberg Ochsenkopf",492434N,083909E,0
80G2630,DE,"Heidelberg Ochsenkopf",492434N,083909E,8099159,DE,"Heidelberg Ochsenkopf",492434N,083909E,1
80G2630,DE,"Heidelberg Ochsenkopf",492434N,083909E,8099164,DE,"Heidelberg Stadtwerke",492417N,084054E,0
80G2634,DE,"Heidelberg Stadtwerke",492417N,084054E,8099164,DE,"Heidelberg Stadtwerke",492417N,084054E,1
80G2634,DE,"Heidelberg Stadtwerke",492417N,084054E,8051532,DE,Heidelberg-Bismarckplatz,492435N,084135E,0
80G2461,DE,Heidelberg-Bismarckplatz,492435N,084135E,8051532,DE,Heidelberg-Bismarckplatz,492435N,084135E,1
80G2461,DE,Heidelberg-Bismarckplatz,492435N,084135E,8051529,DE,"Heidelberg-Wieblingen Mitte",492524N,083846E,0
80G2460,DE,"Heidelberg-Wieblingen Mitte",492524N,083846E,8051529,DE,"Heidelberg-Wieblingen Mitte",492524N,083846E,1
80G2460,DE,"Heidelberg-Wieblingen Mitte",492524N,083846E,8099157,DE,"Heidelberg-Wieblingen Taubenf.",492542N,083833E,0
80G2628,DE,"Heidelberg-Wieblingen Taubenf.",492542N,083833E,8099157,DE,"Heidelberg-Wieblingen Taubenf.",492542N,083833E,1
80G2628,DE,"Heidelberg-Wieblingen Taubenf.",492542N,083833E,8079458,DE,"Heilbronn Bahnhofsvorplatz",490833N,091230E,0
80G2512,DE,"Heilbronn Bahnhofsvorplatz",490833N,091230E,8079458,DE,"Heilbronn Bahnhofsvorplatz",490833N,091230E,1
80G2512,DE,"Heilbronn Bahnhofsvorplatz",490833N,091230E,8079469,DE,"Heilbronn Finanzamt",490825N,091406E,0
8070791,DE,"Heilbronn Finanzamt",490825N,091406E,8079469,DE,"Heilbronn Finanzamt",490825N,091406E,1
8070791,DE,"Heilbronn Finanzamt",490825N,091406E,8079467,DE,"Heilbronn Friedensplatz",490828N,091343E,0
8070792,DE,"Heilbronn Friedenspl",490828N,091343E,8079467,DE,"Heilbronn Friedensplatz",490828N,091343E,1
8070792,DE,"Heilbronn Friedenspl",490828N,091343E,8079466,DE,"Heilbronn Harmonie",490829N,091322E,0
8085918,DE,"Heilbronn Harmonie",490829N,091322E,8079466,DE,"Heilbronn Harmonie",490829N,091322E,1
8085918,DE,"Heilbronn Harmonie",490829N,091322E,8071172,DE,"Heilbronn Harmonie/Hafenmarkt",490833N,091320E,0
80G0219,DE,"Heilbronn Harmonie/Hafenmarktpassage",490834N,091321E,8071172,DE,"Heilbronn Harmonie/Hafenmarkt",490833N,091320E,1
80G0219,DE,"Heilbronn Harmonie/Hafenmarktpassage",490834N,091321E,8072172,DE,"Heilbronn Harmonie/Kunsthalle",490832N,091321E,0
80G0238,DE,"Heilbronn Harmonie/Kunsthalle",490833N,091321E,8072172,DE,"Heilbronn Harmonie/Kunsthalle",490832N,091321E,1
80G0238,DE,"Heilbronn Harmonie/Kunsthalle",490833N,091321E,8000122,DE,"Heilbronn Industrieplatz",490919N,091304E,0
8012238,DE,"Heilbronn Industriep",490919N,091304E,8000122,DE,"Heilbronn Industrieplatz",490919N,091304E,1
8012238,DE,"Heilbronn Industriep",490919N,091304E,8003507,DE,"Heilbronn Kaufland",491012N,091328E,0
