uic_1,country_1,name_1,lon_1,lat_1,uic_2,country_2,name_2,lon_2,lat_2,match
7151200,ES,Utrera,371059N,054724W,7151200,ES,UTRERA,371102N,054726W,1
7151200,ES,Utrera,371059N,054724W,7151202,ES,"LAS CABEZAS DE SAN JUAN APT",370112N,055647W,0
7151202,ES,"Las Cabezas de San J",370112N,055647W,7151202,ES,"LAS CABEZAS DE SAN JUAN APT",370112N,055647W,1
7151202,ES,"Las Cabezas de San J",370112N,055647W,7151203,ES,LEBRIJA,365547N,060511W,0
7151203,ES,Lebrija,365548N,060511W,7151203,ES,LEBRIJA,365547N,060511W,1
7151203,ES,Lebrija,365548N,060511W,7151300,ES,"JEREZ DE LA FRONTERA",364047N,060736W,0
7151300,ES,"Jerez de la Frontera",364041N,060730W,7151300,ES,"JEREZ DE LA FRONTERA",364047N,060736W,1
7151300,ES,"Jerez de la Frontera",364041N,060730W,7151400,ES,"PUERTO DE SANTA MARIA",363617N,061307W,0
7151400,ES,"Puerto de S Maria",363614N,061303W,7151400,ES,"PUERTO DE SANTA MARIA",363617N,061307W,1
7151400,ES,"Puerto de S Maria",363614N,061303W,7151401,ES,"PUERTO REAL",363157N,061122W,0
7151401,ES,"PUERTO REAL APT CGD",363157N,061121W,7151401,ES,"PUERTO REAL",363157N,061122W,1
7151401,ES,"PUERTO REAL APT CGD",363157N,061121W,7151402,ES,"SAN FERNANDO DE CADIZ",363149N,061727W,0
7151402,ES,"SAN FERNANDO DE CADIZ",363149N,061727W,7151402,ES,"SAN FERNANDO DE CADIZ",363149N,061727W,1
7151402,ES,"SAN FERNANDO DE CADIZ",363149N,061727W,7151404,ES,"SEGUNDA AGUADA APD",363048N,061636W,0
7151404,ES,"SEGUNDA AGUADA APD",363048N,061636W,7151404,ES,"SEGUNDA AGUADA APD",363048N,061636W,1
7151404,ES,"SEGUNDA AGUADA APD",363048N,061636W,7151405,ES,CADIZ,363144N,061721W,0
7151405,ES,Cadiz,363140N,061712W,7151405,ES,CADIZ,363144N,061721W,1
7151405,ES,Cadiz,363140N,061712W,7154105,ES,MONTILLA,373443N,043851W,0
7154105,ES,MONTILLA,373443N,043851W,7154105,ES,MONTILLA,373443N,043851W,1
7154105,ES,MONTILLA,373443N,043851W,7154106,ES,"AGUILAR DE LA FRONTERA",373043N,043908W,0
7154106,ES,"AGUILAR DE LA FRONTERA",373043N,043908W,7154106,ES,"AGUILAR DE LA FRONTERA",373043N,043908W,1
7154106,ES,"AGUILAR DE LA FRONTERA",373043N,043908W,7154201,ES,"PUENTE GENIL",375944N,010711W,0
7154201,ES,"PUENTE GENIL ESTACION",375944N,010711W,7154201,ES,"PUENTE GENIL",375944N,010711W,1
7154201,ES,"PUENTE GENIL ESTACION",375944N,010711W,7154300,ES,"LA RODA DE ANDALUCIA",371228N,044630W,0
7154300,ES,"LA RODA DE ANDALUCIA",371228N,044630W,7154300,ES,"LA RODA DE ANDALUCIA",371228N,044630W,1
7154300,ES,"LA RODA DE ANDALUCIA",371228N,044630W,7154400,ES,BOBADILLA,370213N,044340W,0
7154400,ES,Bobadilla,370214N,044340W,7154400,ES,BOBADILLA,370213N,044340W,1
7154400,ES,Bobadilla,370214N,044340W,7154413,ES,MALAGA,364250N,042555W,0
7154413,ES,Malaga,364242N,042555W,7154413,ES,MALAGA,364250N,042555W,1
7154413,ES,Malaga,364242N,042555W,7154509,ES,TORREMOLINOS,363721N,042956W,0
7154509,ES,TORREMOLINOS,363721N,042956W,7154509,ES,TORREMOLINOS,363721N,042956W,1
7154509,ES,TORREMOLINOS,363721N,042956W,7154516,ES,FUENGIROLA,363230N,043725W,0
7154516,ES,FUENGIROLA,363230N,043725W,7154516,ES,FUENGIROLA,363230N,043725W,1
7154516,ES,FUENGIROLA,363230N,043725W,7155001,ES,CAMPILLOS,370156N,045148W,0
7155001,ES,CAMPILLOS,370155N,045149W,7155001,ES,CAMPILLOS,370156N,045148W,1
7155001,ES,CAMPILLOS,370155N,045149W,7155003,ES,"ALMARGEN-CANETE LA REAL",370003N,050112W,0
7155003,ES,"ALMARGEN-CANETE LA REAL",370003N,050113W,7155003,ES,"ALMARGEN-CANETE LA REAL",370003N,050112W,1
7155003,ES,"ALMARGEN-CANETE LA REAL",370003N,050113W,7155007,ES,RONDA,364454N,050943W,0
7155007,ES,Ronda,364454N,050943W,7155007,ES,RONDA,364454N,050943W,1
7155007,ES,Ronda,364454N,050943W,7155010,ES,"BENAOJAN-MONTEJAQUE (APT.)",364248N,051447W,0
7155010,ES,"BENAOJAN-MONTEJAQUE (APT.)",364248N,051447W,7155010,ES,"BENAOJAN-MONTEJAQUE (APT.)",364248N,051447W,1
7155010,ES,"BENAOJAN-MONTEJAQUE (APT.)",364248N,051447W,7155013,ES,GAUCIN,363225N,052312W,0
7155013,ES,GAUCIN,363225N,052314W,7155013,ES,GAUCIN,363225N,052312W,1
7155013,ES,GAUCIN,363225N,052314W,7155015,ES,"JIMENA DE LA FRONTERA",362527N,052602W,0
7155015,ES,"JIMENA DE LA FRONTI",362527N,052602W,7155015,ES,"JIMENA DE LA FRONTERA",362527N,052602W,1
7155015,ES,"JIMENA DE LA FRONTI",362527N,052602W,7155018,ES,"SAN ROQUE LA LINEA",361252N,052556W,0
7155018,ES,"San Roque-La Linea",361249N,052556W,7155018,ES,"SAN ROQUE LA LINEA",361252N,052556W,1
7155018,ES,"San Roque-La Linea",361249N,052556W,7155020,ES,"ALGECIRAS VILLE",360736N,052703W,0
7155020,ES,Algeciras,360736N,052703W,7155020,ES,"ALGECIRAS VILLE",360736N,052703W,1
7155020,ES,Algeciras,360736N,052703W,7155021,ES,"ALGECIRAS PUERTO",360744N,052628W,0
7155021,ES,"ALGECIRAS PUERTO",360744N,052628W,7155021,ES,"ALGECIRAS PUERTO",360744N,052628W,1
7155021,ES,"ALGECIRAS PUERTO",360744N,052628W,7156009,ES,"CABRA DEL SANTO CRISTO Y ALICU",373924N,031545W,0
7156009,ES,"Cabra del Santo Cris",373925N,031542W,7156009,ES,"CABRA DEL SANTO CRISTO Y ALICU",373924N,031545W,1
7156009,ES,"Cabra del Santo Cris",373925N,031542W,7156100,ES,MOREDA,431014N,054429W,0
7156100,ES,Moreda,372550N,031839W,7156100,ES,MOREDA,431014N,054429W,1
7156100,ES,Moreda,372550N,031839W,7156103,ES,"BENALUA DE GUADIX APT CGD",372043N,030948W,0
7156103,ES,"BENELUA DE GUADIX",372043N,030948W,7156103,ES,"BENALUA DE GUADIX APT CGD",372043N,030948W,1
7156103,ES,"BENELUA DE GUADIX",372043N,030948W,7156200,ES,GUADIX,371900N,030737W,0
7156200,ES,Guadix,371904N,030738W,7156200,ES,GUADIX,371900N,030737W,1
7156200,ES,Guadix,371904N,030738W,7156301,ES,"FINANA APT",371105N,025023W,0
7156301,ES,Finana,371105N,025023W,7156301,ES,"FINANA APT",371105N,025023W,1
7156301,ES,Finana,371105N,025023W,7156305,ES,"GERGAL APT",370629N,023527W,0
7156305,ES,Gergal,370629N,023527W,7156305,ES,"GERGAL APT",370629N,023527W,1
7156305,ES,Gergal,370629N,023527W,7156308,ES,GADOR,365705N,022915W,0
7156308,ES,Gador,365705N,022917W,7156308,ES,GADOR,365705N,022915W,1
7156308,ES,Gador,365705N,022917W,7156312,ES,ALMERIA,365005N,022719W,0
7156312,ES,Almeria,365301N,022609W,7156312,ES,ALMERIA,365005N,022719W,1
7156312,ES,Almeria,365301N,022609W,7157003,ES,IZNALLOZ,372345N,033140W,0
7157003,ES,Iznalloz,372342N,033142W,7157003,ES,IZNALLOZ,372345N,033140W,1
7157003,ES,Iznalloz,372342N,033142W,7160000,ES,"MADRID ATOCHA",402425N,034128W,0
7160000,ES,"Madrid-Puerta de Ato",402421N,034123W,7160000,ES,"MADRID ATOCHA",402425N,034128W,1
7160000,ES,"Madrid-Puerta de Ato",402421N,034123W,7160100,ES,"VILLAVERDE BAJO",402109N,034102W,0
7160100,ES,VILLAVERDE-BAJO,402110N,034101W,7160100,ES,"VILLAVERDE BAJO",402109N,034102W,1
7160100,ES,VILLAVERDE-BAJO,402110N,034101W,7137601,ES,ARANJUEZ,400205N,033705W,0
7160200,ES,Aranjuez,400204N,033707W,7137601,ES,ARANJUEZ,400205N,033705W,1
7160200,ES,Aranjuez,400204N,033707W,7160202,ES,CASTILLEJO-ANOVER,395658N,034419W,0
7160202,ES,Castillejo-Anover,395700N,034415W,7160202,ES,CASTILLEJO-ANOVER,395658N,034419W,1
7160202,ES,Castillejo-Anover,395700N,034415W,7160203,ES,"VILLASEQUILLA (APT.)",395246N,034342W,0
7160203,ES,"VILLASEQUILLA APT",395246N,034342W,7160203,ES,"VILLASEQUILLA (APT.)",395246N,034342W,1
7160203,ES,"VILLASEQUILLA APT",395246N,034342W,7160207,ES,"EL ROMERAL (APT.)",394137N,032547W,0
7160207,ES,"EL ROMERAL APT",394137N,032547W,7160207,ES,"EL ROMERAL (APT.)",394137N,032547W,1
7160207,ES,"EL ROMERAL APT",394137N,032547W,7160300,ES,VILLACANAS,393721N,031949W,0
7160300,ES,Villacanas,393719N,031948W,7160300,ES,VILLACANAS,393721N,031949W,1
7160300,ES,Villacanas,393719N,031948W,7160301,ES,QUERO,393015N,031557W,0
7160301,ES,QUERO,393016N,031559W,7160301,ES,QUERO,393015N,031557W,1
7160301,ES,QUERO,393016N,031559W,7160400,ES,"ALCAZAR DE SAN JUAN",392344N,031220W,0
7160400,ES,"Alcazar de San Juan",392343N,031222W,7160400,ES,"ALCAZAR DE SAN JUAN",392344N,031220W,1
7160400,ES,"Alcazar de San Juan",392343N,031222W,7160402,ES,CRIPTANA,392339N,030703W,0
7160402,ES,CRIPTANA,392336N,030658W,7160402,ES,CRIPTANA,392339N,030703W,1
7160402,ES,CRIPTANA,392336N,030658W,7160406,ES,SOCUELLAMOS,391643N,024632W,0
7160406,ES,Socuellamos,391644N,024627W,7160406,ES,SOCUELLAMOS,391643N,024632W,1
7160406,ES,Socuellamos,391644N,024627W,7160500,ES,VILLARROBLEDO,391539N,023554W,0
7160500,ES,Villarrobledo,391538N,023555W,7160500,ES,VILLARROBLEDO,391539N,023554W,1
7160500,ES,Villarrobledo,391538N,023555W,7160505,ES,"LA RODA DE ALBACETE",391158N,020945W,0
7160505,ES,"La Roda de Albacete",391158N,020945W,7160505,ES,"LA RODA DE ALBACETE",391158N,020945W,1
7160505,ES,"La Roda de Albacete",391158N,020945W,7160600,ES,ALBACETE,392740N,002307W,0
7160600,ES,Albacete,390000N,015051W,7160600,ES,ALBACETE,392740N,002307W,1
7160600,ES,Albacete,390000N,015051W,7160704,ES,"BONETE APD",000000N,000000E,0
7160704,ES,"BONETE APD",385217S,012053E,7160704,ES,"BONETE APD",000000N,000000E,1
7160704,ES,"BONETE APD",385217S,012053E,7160705,ES,"ALPERA APT CGD",000000N,000000E,0
7160705,ES,"ALPERA APT CGD",385732S,011348E,7160705,ES,"ALPERA APT CGD",000000N,000000E,1
7160705,ES,"ALPERA APT CGD",385732S,011348E,7160800,ES,ALMANSA,385204N,010619W,0
7160800,ES,Almansa,385203N,010620W,7160800,ES,ALMANSA,385204N,010619W,1
7160800,ES,Almansa,385203N,010620W,7160900,ES,"LA ENCINA",384555N,005715W,0
7160900,ES,"LA ENCINA",384554N,005714W,7160900,ES,"LA ENCINA",384555N,005715W,1
7160900,ES,"LA ENCINA",384554N,005714W,7160901,ES,"CAUDETE APT CGD",384258N,005734W,0
7160901,ES,"Caudete (APT.-CGD.)",384258N,005734W,7160901,ES,"CAUDETE APT CGD",384258N,005734W,1
7160901,ES,"Caudete (APT.-CGD.)",384258N,005734W,7160902,ES,VILLENA,383754N,005203W,0
7160902,ES,Villena,383757N,005203W,7160902,ES,VILLENA,383754N,005203W,1
7160902,ES,Villena,383757N,005203W,7160904,ES,SAX,383240N,004850W,0
7160904,ES,"SAX ES",383241N,004850W,7160904,ES,SAX,383240N,004850W,1
7160904,ES,"SAX ES",383241N,004850W,7160905,ES,"ELDA PETREL",382905N,004803W,0
7160905,ES,Elda-Petrier,382905N,004803W,7160905,ES,"ELDA PETREL",382905N,004803W,1
7160905,ES,Elda-Petrier,382905N,004803W,7160906,ES,"MONOVAR PINOSO APT CGD",000000N,000000E,0
7160906,ES,"MONOVAR PINOSO APT CGD",382412S,010218E,7160906,ES,"MONOVAR PINOSO APT CGD",000000N,000000E,1
7160906,ES,"MONOVAR PINOSO APT CGD",382412S,010218E,7160907,ES,"NOVELDA ASPE",382425N,004639W,0
7160907,ES,Novelda-Aspe,382426N,004639W,7160907,ES,"NOVELDA ASPE",382425N,004639W,1
7160907,ES,Novelda-Aspe,382426N,004639W,7160908,ES,"MONFORTE DEL CID APT",000000N,000000E,0
7160908,ES,"MONFORTE DEL CID APT",423146N,073012W,7160908,ES,"MONFORTE DEL CID APT",000000N,000000E,1
7160908,ES,"MONFORTE DEL CID APT",423146N,073012W,7160909,ES,"AGOST APT",000000N,000000E,0
7160909,ES,"AGOST APT",382614N,003817E,7160909,ES,"AGOST APT",000000N,000000E,1
7160909,ES,"AGOST APT",382614N,003817E,7160910,ES,"SAN VICENTE DE RASPEIG",382314N,002931W,0
7160910,ES,"SAN VICENTE DE RASPEIG",382314N,002931W,7160910,ES,"SAN VICENTE DE RASPEIG",382314N,002931W,1
7160910,ES,"SAN VICENTE DE RASPEIG",382314N,002931W,7160911,ES,"ALICANTE TERMINO",382039N,002941W,0
7160911,ES,Alacant-Terminal,382040N,002944W,7160911,ES,"ALICANTE TERMINO",382039N,002941W,1
7160911,ES,Alacant-Terminal,382040N,002944W,7161009,ES,CALASPARRA,381609N,014048W,0
7161009,ES,Calasparra,381609N,014048W,7161009,ES,CALASPARRA,381609N,014048W,1
7161009,ES,Calasparra,381609N,014048W,7161012,ES,CIEZA,381447N,012518W,0
7161012,ES,Cieza,381447N,012517W,7161012,ES,CIEZA,381447N,012518W,1
7161012,ES,Cieza,381447N,012517W,7161200,ES,"MURCIA DEL CARMEN",375829N,010753W,0
7161200,ES,"Murcia del Carmen",375828N,010753W,7161200,ES,"MURCIA DEL CARMEN",375829N,010753W,1
7161200,ES,"Murcia del Carmen",375828N,010753W,7161303,ES,"BALSICAS MAR MENOR GARE",374906N,005705W,0
7161303,ES,"Balsicas-Mar Menor",374906N,005705W,7161303,ES,"BALSICAS MAR MENOR GARE",374906N,005705W,1
7161303,ES,"Balsicas-Mar Menor",374906N,005705W,7161304,ES,TORRE-PACHECO,374448N,005801W,0
7161304,ES,"Torre Pacheco",374449N,005802W,7161304,ES,TORRE-PACHECO,374448N,005801W,1
7161304,ES,"Torre Pacheco",374449N,005802W,7161307,ES,CARTAGENA,402621N,034019W,0
7161307,ES,Cartagena,373618N,005829W,7161307,ES,CARTAGENA,402621N,034019W,1
7161307,ES,Cartagena,373618N,005829W,7162002,ES,ORIHUELA,380440N,005640W,0
7162002,ES,Orihuela,380439N,005640W,7162002,ES,ORIHUELA,380440N,005640W,1
7162002,ES,Orihuela,380439N,005640W,7162103,ES,"ELCHE PARQUE",381618N,004142W,0
7162103,ES,Elx-Parc,381609N,004223W,7162103,ES,"ELCHE PARQUE",381618N,004142W,1
7162103,ES,Elx-Parc,381609N,004223W,7162109,ES,"SAN GABRIEL (APT.)",381944N,003031W,0
7162109,ES,"SAN GABRIEL APT",381944N,003031W,7162109,ES,"SAN GABRIEL (APT.)",381944N,003031W,1
7162109,ES,"SAN GABRIEL APT",381944N,003031W,7164100,ES,"XATIVA GARE",385932N,003128W,0
7164100,ES,Xativa,385932N,003128W,7164100,ES,"XATIVA GARE",385932N,003128W,1
7164100,ES,Xativa,385932N,003128W,7165000,ES,VALENCE,392712N,001924W,0
7165000,ES,"Valencia Estacio del",392800N,002237W,7165000,ES,VALENCE,392712N,001924W,1
7165000,ES,"Valencia Estacio del",392800N,002237W,7165003,ES,"CABANAL APT CGD GARE",392811N,002004W,0
7165003,ES,Valencia-Cabanyal,392811N,002004W,7165003,ES,"CABANAL APT CGD GARE",392811N,002004W,1
7165003,ES,Valencia-Cabanyal,392811N,002004W,7165200,ES,SAGUNTO,375341N,044536W,0
7165200,ES,Sagunt,394032N,001617W,7165200,ES,SAGUNTO,375341N,044536W,1
7165200,ES,Sagunt,394032N,001617W,7109193,ES,BURRIANA,395145N,000405W,0
7165207,ES,"BURRIANA-ALQUERIAS DEL NINO PE",395347N,000613W,7109193,ES,BURRIANA,395145N,000405W,1
7165207,ES,"BURRIANA-ALQUERIAS DEL NINO PE",395347N,000613W,7165208,ES,"VILLARREAL DE LOS INFANTES GARE",395558N,000547W,0
7165208,ES,"VILLARREAL DE LOS INFANTES GARE",395558N,000547W,7165208,ES,"VILLARREAL DE LOS INFANTES GARE",395558N,000547W,1
7165208,ES,"VILLARREAL DE LOS INFANTES GARE",395558N,000547W,7165300,ES,CASTELLON,395916N,000309W,0
7165300,ES,"Castello de la Plana",395917N,000307W,7165300,ES,CASTELLON,395916N,000309W,1
7165300,ES,"Castello de la Plana",395917N,000307W,7165304,ES,"OROPESA DEL MAR GARE",400532N,000823E,0
7165304,ES,"Oropesa del Mar",400532N,000823E,7165304,ES,"OROPESA DEL MAR GARE",400532N,000823E,1
7165304,ES,"Oropesa del Mar",400532N,000823E,7165306,ES,"TORREBLANCA GARE",401243N,001157E,0
7165306,ES,"TORREBLANCA GARE",401243N,001157E,7165306,ES,"TORREBLANCA GARE",401243N,001157E,1
7165306,ES,"TORREBLANCA GARE",401243N,001157E,7165308,ES,"ALCALA DE CHISVERT APT GARE",401812N,001343E,0
7165308,ES,"ALCALA DE CHIVERT",401812N,001343E,7165308,ES,"ALCALA DE CHISVERT APT GARE",401812N,001343E,1
7165308,ES,"ALCALA DE CHIVERT",401812N,001343E,7165311,ES,BENICARLO,402539N,002454E,0
7165311,ES,Benicarlo,402537N,002453E,7165311,ES,BENICARLO,402539N,002454E,1
7165311,ES,Benicarlo,402537N,002453E,7165312,ES,VINAROZ,402818N,002720E,0
7165312,ES,Vinaros,402820N,002724E,7165312,ES,VINAROZ,402818N,002720E,1
7165312,ES,Vinaros,402820N,002724E,7165315,ES,"FREGINALS APT",000000N,000000E,0
7165315,ES,"FREGINALS APT",404019N,003113E,7165315,ES,"FREGINALS APT",000000N,000000E,1
7165315,ES,"FREGINALS APT",404019N,003113E,7165318,ES,BENICASIM,400329N,000328E,0
7165318,ES,Benicasim,400329N,000328E,7165318,ES,BENICASIM,400329N,000328E,1
7165318,ES,Benicasim,400329N,000328E,7165400,ES,TORTOSA,410659N,011310E,0
7165400,ES,Tortosa,404825N,003124E,7165400,ES,TORTOSA,410659N,011310E,1
7165400,ES,Tortosa,404825N,003124E,7165402,ES,ALDEA-AMPOSTA-TORTOSA,404512N,003651E,0
7165402,ES,L'Aldea-Amposta-Tor.,404513N,003651E,7165402,ES,ALDEA-AMPOSTA-TORTOSA,404512N,003651E,1
7165402,ES,L'Aldea-Amposta-Tor.,404513N,003651E,7165404,ES,"AMPOLLA PERELLO GARE",404843N,004230E,0
7165404,ES,AMPOLLA-PERELLO,404843N,004230E,7165404,ES,"AMPOLLA PERELLO GARE",404843N,004230E,1
7165404,ES,AMPOLLA-PERELLO,404843N,004230E,7165405,ES,"AMETLLA DEL MAR GARE",405309N,004801E,0
7165405,ES,"AMETLLA DEL MAR GARE",405309N,004801E,7165405,ES,"AMETLLA DEL MAR GARE",405309N,004801E,1
7165405,ES,"AMETLLA DEL MAR GARE",405309N,004801E,7165407,ES,"HOSPITALET VANDELLOS GARE",405945N,005514E,0
7165407,ES,"HOSPITALET VANDELLOS GARE",405945N,005514E,7165407,ES,"HOSPITALET VANDELLOS GARE",405945N,005514E,1
7165407,ES,"HOSPITALET VANDELLOS GARE",405945N,005514E,7165409,ES,CAMBRILS,410409N,010310E,0
7165409,ES,Cambrils,410412N,010310E,7165409,ES,CAMBRILS,410409N,010310E,1
7165409,ES,Cambrils,410412N,010310E,7165410,ES,SALOU,410438N,010745E,0
7165410,ES,Salou,410439N,010745E,7165410,ES,SALOU,410438N,010745E,1
7165410,ES,Salou,410439N,010745E,7165411,ES,"PORT AVENTURA",410523N,010925E,0
7165411,ES,"Port Aventura",410521N,010846E,7165411,ES,"PORT AVENTURA",410523N,010925E,1
7165411,ES,"Port Aventura",410521N,010846E,7109460,ES,CUENCA,400402N,020811W,0
7166100,ES,Cuenca,400401N,020811W,7109460,ES,CUENCA,400402N,020811W,1
7166100,ES,Cuenca,400401N,020811W,7166206,ES,BUNOL,392537N,004714W,0
7166206,ES,BUNOL,392538N,004714W,7166206,ES,BUNOL,392537N,004714W,1
7166206,ES,BUNOL,392538N,004714W,7167021,ES,CALAMOCHA,405413N,011759W,0
7167021,ES,Calamocha-Nueva,405412N,011801W,7167021,ES,CALAMOCHA,405413N,011759W,1
7167021,ES,Calamocha-Nueva,405412N,011801W,7167100,ES,"CAMINREAL FUENTES CLARAS",405103N,012015W,0
7167100,ES,"Caminreal-Fuentes Cl",405102N,012019W,7167100,ES,"CAMINREAL FUENTES CLARAS",405103N,012015W,1
7167100,ES,"Caminreal-Fuentes Cl",405102N,012019W,7167200,ES,TERUEL,402027N,010637W,0
7167200,ES,Teruel,402027N,010636W,7167200,ES,TERUEL,402027N,010637W,1
7167200,ES,Teruel,402027N,010636W,7169106,ES,CULLERA,391040N,001547W,0
7169104,ES,Cullera,391040N,001548W,7169106,ES,CULLERA,391040N,001547W,1
7169104,ES,Cullera,391040N,001548W,7169110,ES,GANDIA,385812N,001047W,0
7169110,ES,Gandia,385813N,001050W,7169110,ES,GANDIA,385812N,001047W,1
7169110,ES,Gandia,385813N,001050W,7170103,ES,"ALCALA DE HENARES",402920N,032156W,0
7170103,ES,"Alcala de Henares",402920N,032158W,7170103,ES,"ALCALA DE HENARES",402920N,032156W,1
7170103,ES,"Alcala de Henares",402920N,032158W,7122002,ES,"AREAS (APD.)",402525N,033340W,0
7170108,ES,"COSLADA APD",402524N,033340W,7122002,ES,"AREAS (APD.)",402525N,033340W,1
7170108,ES,"COSLADA APD",402524N,033340W,7109301,ES,GUADALAJARA,403839N,031056W,0
7170200,ES,Guadalajara,403838N,031056W,7109301,ES,GUADALAJARA,403839N,031056W,1
7170200,ES,Guadalajara,403838N,031056W,7170202,ES,"YUNQUERA DE HENARES",404449N,030947W,0
7170202,ES,"YUNQUERA DE HENARES",404450N,030946W,7170202,ES,"YUNQUERA DE HENARES",404449N,030947W,1
7170202,ES,"YUNQUERA DE HENARES",404450N,030946W,7170204,ES,"HUMANES DE MOHERNANDO",404952N,030819W,0
7170204,ES,"HUMANES DE MOHERNANDO",404956N,030819W,7170204,ES,"HUMANES DE MOHERNANDO",404952N,030819W,1
7170204,ES,"HUMANES DE MOHERNANDO",404956N,030819W,7170207,ES,"ESPINOSA DE HENARES",405434N,030423W,0
7170207,ES,"ESPINOSA DE HENARES",405435N,030424W,7170207,ES,"ESPINOSA DE HENARES",405434N,030423W,1
7170207,ES,"ESPINOSA DE HENARES",405435N,030424W,7170208,ES,"CARRASCOSA DE HENARES (APD.)",405421N,030050W,0
7170208,ES,"CARRASCOSA DE HENARES (APD.)",405421N,030050W,7170208,ES,"CARRASCOSA DE HENARES (APD.)",405421N,030050W,1
7170208,ES,"CARRASCOSA DE HENARES (APD.)",405421N,030050W,7170209,ES,JADRAQUE,405548N,025609W,0
7170209,ES,JADRAQUE,405548N,025609W,7170209,ES,JADRAQUE,405548N,025609W,1
7170209,ES,JADRAQUE,405548N,025609W,7170210,ES,MATILLAS,405713N,025035W,0
7170210,ES,MATILLAS,405713N,025035W,7170210,ES,MATILLAS,405713N,025035W,1
7170210,ES,MATILLAS,405713N,025035W,7170300,ES,"BAIDES (APT.)",410017N,024710W,0
7170300,ES,"BAIDES APT",410017N,024710W,7170300,ES,"BAIDES (APT.)",410017N,024710W,1
7170300,ES,"BAIDES APT",410017N,024710W,7170302,ES,SIGUENZA,410417N,023847W,0
7170302,ES,Siguenza,410416N,023847W,7170302,ES,SIGUENZA,410417N,023847W,1
7170302,ES,Siguenza,410416N,023847W,7170400,ES,TORRALBA,410811N,022934W,0
7170400,ES,"TORRALBA E",410809N,022938W,7170400,ES,TORRALBA,410811N,022934W,1
7170400,ES,"TORRALBA E",410809N,022938W,7170401,ES,"MEDINACELI (APT.)",410939N,022520W,0
7170401,ES,"MEDINACELI APT",410939N,022520W,7170401,ES,"MEDINACELI (APT.)",410939N,022520W,1
7170401,ES,"MEDINACELI APT",410939N,022520W,7170403,ES,"ARCOS DE JALON GARE",411257N,021639W,0
7170403,ES,"Arcos de Jalon",411257N,021639W,7170403,ES,"ARCOS DE JALON GARE",411257N,021639W,1
7170403,ES,"Arcos de Jalon",411257N,021639W,7170404,ES,"SANTA MARIA DE HUERTA",411551N,021039W,0
7170404,ES,"SANTA MARIA DE HUERTA",411552N,021040W,7170404,ES,"SANTA MARIA DE HUERTA",411551N,021039W,1
7170404,ES,"SANTA MARIA DE HUERTA",411552N,021040W,7170500,ES,"ARIZA GARE",411834N,020334W,0
7170500,ES,Ariza,411834N,020334W,7170500,ES,"ARIZA GARE",411834N,020334W,1
7170500,ES,Ariza,411834N,020334W,7170501,ES,CETINA,411745N,015742W,0
7170501,ES,"CETINA APD",411744N,015742W,7170501,ES,CETINA,411745N,015742W,1
7170501,ES,"CETINA APD",411744N,015742W,7170502,ES,"ALHAMA DE ARAGON",411739N,015416W,0
7170502,ES,"Alhama de Aragon",411739N,015406W,7170502,ES,"ALHAMA DE ARAGON",411739N,015416W,1
7170502,ES,"Alhama de Aragon",411739N,015406W,7170504,ES,ATECA,411928N,014706W,0
7170504,ES,Ateca,411928N,014708W,7170504,ES,ATECA,411928N,014706W,1
7170504,ES,Ateca,411928N,014708W,7170600,ES,CALATAYUD,412048N,013819W,0
7170600,ES,Calatayud,412046N,013818W,7170600,ES,CALATAYUD,412048N,013819W,1
7170600,ES,Calatayud,412046N,013818W,7170603,ES,"PARACUELLOS-SABINAN (APT.)",412544N,013402W,0
7170603,ES,"PARACUELLOS-SABINAN (APT.)",412544N,013402W,7170603,ES,"PARACUELLOS-SABINAN (APT.)",412544N,013402W,1
7170603,ES,"PARACUELLOS-SABINAN (APT.)",412544N,013402W,7170604,ES,"SABINAN (APD.)",412636N,013417W,0
7170604,ES,"SABINAN APD",412636N,013417W,7170604,ES,"SABINAN (APD.)",412636N,013417W,1
7170604,ES,"SABINAN APD",412636N,013417W,7170605,ES,MORES,412843N,013358W,0
7170605,ES,MORES,412843N,013358W,7170605,ES,MORES,412843N,013358W,1
7170605,ES,MORES,412843N,013358W,7170607,ES,"MORATA DE JALON",412831N,012846W,0
7170607,ES,"MORATA DE JALON",412832N,012840W,7170607,ES,"MORATA DE JALON",412831N,012846W,1
7170607,ES,"MORATA DE JALON",412832N,012840W,7170700,ES,"RICLA-LA ALMUNIA",413005N,012412W,0
7170700,ES,"RICLA-LA ALMUNIA",413003N,012410W,7170700,ES,"RICLA-LA ALMUNIA",413005N,012412W,1
7170700,ES,"RICLA-LA ALMUNIA",413003N,012410W,7170701,ES,"CALATORAO APD",413151N,012125W,0
7170701,ES,"CALATORAO APD",413151N,012125W,7170701,ES,"CALATORAO APD",413151N,012125W,1
7170701,ES,"CALATORAO APD",413151N,012125W,7170702,ES,"SALILLAS DE JALON (APD.)",413402N,011934W,0
7170702,ES,"SALILLAS DE JALON (APD.)",413402N,011934W,7170702,ES,"SALILLAS DE JALON (APD.)",413402N,011934W,1
7170702,ES,"SALILLAS DE JALON (APD.)",413402N,011934W,7170703,ES,EPILA,413633N,011803W,0
7170703,ES,EPILA,413632N,011804W,7170703,ES,EPILA,413633N,011803W,1
7170703,ES,EPILA,413632N,011804W,7170706,ES,GRISEN,414442N,010957W,0
7170706,ES,GRISEN,414443N,010956W,7170706,ES,GRISEN,414442N,010957W,1
